0.Variable; GVL.rActualBeamPos;;;;1.Variable;; GVL.rBallFeedback;;
0.Address.AddrFlags; 0x00000000;;;;1.Address.AddrFlags;; 0x00000000;;
0.Class;15;;;;1.Class;;14;;
0.Size;8;;;;1.Size;;4;;
0.GraphColor;4278190335;;;;1.GraphColor;;4278222848;;
0.GraphType;8;;;;1.GraphType;;8;;
0.MinWarningColor;4278190080;;;;1.MinWarningColor;;4278190080;;
0.MaxWarningColor;4294901760;;;;1.MaxWarningColor;;4294901760;;
0.CriticalLowerLimit;0;;;;1.CriticalLowerLimit;;0;;
0.CriticalUpperLimit;0;;;;1.CriticalUpperLimit;;0;;
0.ActivateMinWarning;0;;;;1.ActivateMinWarning;;0;;
0.ActivateMaxWarning;0;;;;1.ActivateMaxWarning;;0;;
0.YAxis;0;;;;1.YAxis;;0;;
0.Data;; ;;;1.Data;;; ;
;;2801; 4.963;;;;;2801; -0.07391357421875
;;2803; 4.9617;;;;;2803; -0.2290496826171875
;;2805; 4.9599;;;;;2805; -0.07391357421875
;;2807; 4.9582000000000006;;;;;2807; -0.2290496826171875
;;2809; 4.9568;;;;;2809; -0.461761474609375
;;2811; 4.9548000000000005;;;;;2811; -0.92717742919921875
;;2813; 4.9541;;;;;2813; -1.3926010131835938
;;2815; 4.9527;;;;;2815; -1.5477409362792969
;;2817; 4.952;;;;;2817; -1.6253089904785156
;;2819; 4.9507;;;;;2819; -1.7028770446777344
;;2821; 4.95;;;;;2821; -1.0047492980957031
;;2823; 4.9493;;;;;2823; -0.69446563720703125
;;2825; 4.95;;;;;2825; -1.2374610900878906
;;2827; 4.9507;;;;;2827; -1.6253089904785156
;;2829; 4.9510000000000005;;;;;2829; -2.2458724975585938
;;2831; 4.9517000000000007;;;;;2831; -1.5477409362792969
;;2833; 4.9524;;;;;2833; -1.315032958984375
;;2835; 4.9531;;;;;2835; -1.0047492980957031
;;2837; 4.9534;;;;;2837; -1.0047492980957031
;;2839; 4.9538;;;;;2839; -1.0823211669921875
;;2841; 4.9548000000000005;;;;;2841; -0.461761474609375
;;2843; 4.9558;;;;;2843; -0.07391357421875
;;2845; 4.9572;;;;;2845; -0.38419342041015625
;;2847; 4.9579;;;;;2847; -0.6168975830078125
;;2849; 4.9589;;;;;2849; -1.0047492980957031
;;2851; 4.9606;;;;;2851; -1.5477409362792969
;;2853; 4.9620000000000006;;;;;2853; -1.9355888366699219
;;2855; 4.9634;;;;;2855; -2.7888603210449219
;;2857; 4.9641;;;;;2857; -2.7112884521484375
;;2859; 4.9654;;;;;2859; -3.0991401672363281
;;2861; 4.9665;;;;;2861; -1.9355888366699219
;;2863; 4.9671;;;;;2863; -1.2374610900878906
;;2865; 4.9675;;;;;2865; -1.4701728820800781
;;2867; 4.9671;;;;;2867; -1.9355888366699219
;;2869; 4.9678;;;;;2869; -1.6253089904785156
;;2871; 4.9675;;;;;2871; -1.1598892211914063
;;2873; 4.9671;;;;;2873; -1.4701728820800781
;;2875; 4.9671;;;;;2875; -1.315032958984375
;;2877; 4.9675;;;;;2877; -0.92717742919921875
;;2879; 4.9671;;;;;2879; -0.92717742919921875
;;2881; 4.9665;;;;;2881; -0.849609375
;;2883; 4.9661;;;;;2883; -0.69446563720703125
;;2885; 4.9654;;;;;2885; -0.6168975830078125
;;2887; 4.9644;;;;;2887; -1.3926010131835938
;;2889; 4.9637;;;;;2889; -1.7028770446777344
;;2891; 4.963;;;;;2891; -1.6253089904785156
;;2893; 4.9637;;;;;2893; -1.1598892211914063
;;2895; 4.9647000000000006;;;;;2895; -1.0047492980957031
;;2897; 4.9654;;;;;2897; -0.2290496826171875
;;2899; 4.9668;;;;;2899; 0.5466461181640625
;;2901; 4.9682;;;;;2901; 0.003662109375
;;2903; 4.9695;;;;;2903; -1.315032958984375
;;2905; 4.9709;;;;;2905; -2.4010124206542969
;;2907; 4.9723000000000006;;;;;2907; -3.2542800903320313
;;2909; 4.974;;;;;2909; -3.1767120361328125
;;2911; 4.974;;;;;2911; -3.1767120361328125
;;2913; 4.9781;;;;;2913; -2.1683006286621094
;;2915; 4.9812;;;;;2915; -1.2374610900878906
;;2917; 4.984;;;;;2917; -0.2290496826171875
;;2919; 4.9871;;;;;2919; 0.08123016357421875
;;2921; 4.9908;;;;;2921; -0.30661773681640625
;;2923; 4.9946;;;;;2923; -0.53932952880859375
;;2925; 4.9991;;;;;2925; -0.53932952880859375
;;2927; 5.0035;;;;;2927; -0.2290496826171875
;;2929; 5.0073;;;;;2929; 0.6242218017578125
;;2931; 5.0114;;;;;2931; -0.07391357421875
;;2933; 5.0149;;;;;2933; -0.461761474609375
;;2935; 5.0176;;;;;2935; -0.53932952880859375
;;2937; 5.0204;;;;;2937; -0.15148162841796875
;;2939; 5.0221;;;;;2939; -0.92717742919921875
;;2941; 5.0241000000000007;;;;;2941; -2.0131607055664063
;;2943; 5.0252;;;;;2943; -1.4701728820800781
;;2945; 5.0262;;;;;2945; -0.38419342041015625
;;2947; 5.0265;;;;;2947; -0.2290496826171875
;;2949; 5.0265;;;;;2949; -1.8580207824707031
;;2951; 5.0265;;;;;2951; -2.6337203979492188
;;2953; 5.0255;;;;;2953; -2.0131607055664063
;;2955; 5.0245000000000006;;;;;2955; -1.0823211669921875
;;2957; 5.0228;;;;;2957; -1.2374610900878906
;;2959; 5.0204;;;;;2959; -2.3234405517578125
;;2961; 5.0180000000000007;;;;;2961; -2.6337203979492188
;;2963; 5.0152;;;;;2963; -2.944000244140625
;;2965; 5.0118;;;;;2965; -2.4010124206542969
;;2967; 5.009;;;;;2967; -2.0131607055664063
;;2969; 5.0059000000000005;;;;;2969; -1.4701728820800781
;;2971; 5.0025;;;;;2971; -1.5477409362792969
;;2973; 4.9991;;;;;2973; -1.4701728820800781
;;2975; 4.9953;;;;;2975; -1.0047492980957031
;;2977; 4.9919;;;;;2977; -0.77204132080078125
;;2979; 4.9888;;;;;2979; -1.0047492980957031
;;2981; 4.9860000000000007;;;;;2981; -1.3926010131835938
;;2983; 4.9833;;;;;2983; -0.92717742919921875
;;2985; 4.9809;;;;;2985; -1.315032958984375
;;2987; 4.9785;;;;;2987; -0.92717742919921875
;;2989; 4.9761000000000006;;;;;2989; -0.69446563720703125
;;2991; 4.9747;;;;;2991; 0.5466461181640625
;;2993; 4.9733;;;;;2993; 1.1672134399414063
;;2995; 4.9723000000000006;;;;;2995; 0.70178985595703125
;;2997; 4.9716000000000005;;;;;2997; 0.003662109375
;;2999; 4.9716000000000005;;;;;2999; -0.6168975830078125
;;3001; 4.9713;;;;;3001; -0.69446563720703125
;;3003; 4.9716000000000005;;;;;3003; 0.31394195556640625
;;3005; 4.972;;;;;3005; 0.391510009765625
;;3007; 4.973;;;;;3007; 0.5466461181640625
;;3009; 4.9744;;;;;3009; 0.5466461181640625
;;3011; 4.9757000000000007;;;;;3011; 0.6242218017578125
;;3013; 4.9768;;;;;3013; 0.2363739013671875
;;3015; 4.9785;;;;;3015; -0.77204132080078125
;;3017; 4.9802;;;;;3017; -1.4701728820800781
;;3019; 4.9822000000000006;;;;;3019; -1.0823211669921875
;;3021; 4.9847;;;;;3021; -0.53932952880859375
;;3023; 4.9867;;;;;3023; -0.15148162841796875
;;3025; 4.9891000000000005;;;;;3025; -0.461761474609375
;;3027; 4.9919;;;;;3027; -0.6168975830078125
;;3029; 4.995;;;;;3029; -0.461761474609375
;;3031; 4.9984;;;;;3031; -0.69446563720703125
;;3033; 5.0011;;;;;3033; -1.7028770446777344
;;3035; 5.0042;;;;;3035; -1.7804489135742188
;;3037; 5.0070000000000006;;;;;3037; -0.849609375
;;3039; 5.0097000000000005;;;;;3039; -0.2290496826171875
;;3041; 5.0128;;;;;3041; -0.53932952880859375
;;3043; 5.0149;;;;;3043; -0.07391357421875
;;3045; 5.0176;;;;;3045; -0.07391357421875
;;3047; 5.0193;;;;;3047; 0.1587982177734375
;;3049; 5.0214;;;;;3049; 0.5466461181640625
;;3051; 5.0228;;;;;3051; 0.391510009765625
;;3053; 5.0241000000000007;;;;;3053; 0.77935791015625
;;3055; 5.0262;;;;;3055; 0.70178985595703125
;;3057; 5.0279;;;;;3057; 0.6242218017578125
;;3059; 5.0293;;;;;3059; 0.2363739013671875
;;3061; 5.0303;;;;;3061; 0.77935791015625
;;3063; 5.0307;;;;;3063; 0.6242218017578125
;;3065; 5.0313;;;;;3065; 0.31394195556640625
;;3067; 5.0313;;;;;3067; -0.92717742919921875
;;3069; 5.0317;;;;;3069; -2.0131607055664063
;;3071; 5.0317;;;;;3071; -1.9355888366699219
;;3073; 5.0313;;;;;3073; -1.0823211669921875
;;3075; 5.0310000000000006;;;;;3075; 0.2363739013671875
;;3077; 5.0303;;;;;3077; 1.0120697021484375
;;3079; 5.0307;;;;;3079; 0.93450164794921875
;;3081; 5.03;;;;;3081; 0.2363739013671875
;;3083; 5.0293;;;;;3083; -0.38419342041015625
;;3085; 5.0283000000000007;;;;;3085; -0.15148162841796875
;;3087; 5.0276000000000005;;;;;3087; 0.1587982177734375
;;3089; 5.0269;;;;;3089; 0.6242218017578125
;;3091; 5.0259;;;;;3091; 0.003662109375
;;3093; 5.0252;;;;;3093; 0.2363739013671875
;;3095; 5.0245000000000006;;;;;3095; -0.849609375
;;3097; 5.0241000000000007;;;;;3097; -1.6253089904785156
;;3099; 5.0241000000000007;;;;;3099; -1.7028770446777344
;;3101; 5.0238000000000005;;;;;3101; -1.6253089904785156
;;3103; 5.0231;;;;;3103; -1.5477409362792969
;;3105; 5.0228;;;;;3105; -1.6253089904785156
;;3107; 5.0228;;;;;3107; -1.9355888366699219
;;3109; 5.0221;;;;;3109; -1.315032958984375
;;3111; 5.0221;;;;;3111; -0.38419342041015625
;;3113; 5.0217;;;;;3113; 0.70178985595703125
;;3115; 5.0217;;;;;3115; 0.46907806396484375
;;3117; 5.0214;;;;;3117; -0.2290496826171875
;;3119; 5.0217;;;;;3119; -0.6168975830078125
;;3121; 5.0214;;;;;3121; -0.38419342041015625
;;3123; 5.0217;;;;;3123; 0.003662109375
;;3125; 5.0217;;;;;3125; 0.70178985595703125
;;3127; 5.0217;;;;;3127; 0.46907806396484375
;;3129; 5.0217;;;;;3129; 0.1587982177734375
;;3131; 5.0217;;;;;3131; -0.07391357421875
;;3133; 5.0217;;;;;3133; 0.391510009765625
;;3135; 5.0217;;;;;3135; 0.31394195556640625
;;3137; 5.0214;;;;;3137; -0.15148162841796875
;;3139; 5.0214;;;;;3139; -0.53932952880859375
;;3141; 5.021;;;;;3141; -0.38419342041015625
;;3143; 5.0214;;;;;3143; -0.53932952880859375
;;3145; 5.0204;;;;;3145; -1.0823211669921875
;;3147; 5.0193;;;;;3147; -0.92717742919921875
;;3149; 5.0186;;;;;3149; -0.53932952880859375
;;3151; 5.0176;;;;;3151; -0.15148162841796875
;;3153; 5.0159;;;;;3153; 0.391510009765625
;;3155; 5.0142000000000007;;;;;3155; 1.0120697021484375
;;3157; 5.0131000000000006;;;;;3157; 1.4774932861328125
;;3159; 5.0114;;;;;3159; 1.5550613403320313
;;3161; 5.0094;;;;;3161; 1.244781494140625
;;3163; 5.0073;;;;;3163; 0.85692596435546875
;;3165; 5.0053;;;;;3165; 0.5466461181640625
;;3167; 5.0028000000000006;;;;;3167; 0.70178985595703125
;;3169; 5.0011;;;;;3169; 0.46907806396484375
;;3171; 4.9991;;;;;3171; -0.15148162841796875
;;3173; 4.9967000000000006;;;;;3173; -1.315032958984375
;;3175; 4.9946;;;;;3175; -1.7804489135742188
;;3177; 4.9919;;;;;3177; -1.315032958984375
;;3179; 4.9898000000000007;;;;;3179; -0.38419342041015625
;;3181; 4.9874;;;;;3181; 0.08123016357421875
;;3183; 4.9853000000000005;;;;;3183; 0.1587982177734375
;;3185; 4.9836;;;;;3185; 0.08123016357421875
;;3187; 4.9819;;;;;3187; 0.93450164794921875
;;3189; 4.9805;;;;;3189; 0.93450164794921875
;;3191; 4.9785;;;;;3191; -0.07391357421875
;;3193; 4.9774;;;;;3193; -0.461761474609375
;;3195; 4.9764;;;;;3195; -0.30661773681640625
;;3197; 4.9754000000000005;;;;;3197; 0.003662109375
;;3199; 4.9747;;;;;3199; -0.77204132080078125
;;3201; 4.9737;;;;;3201; -1.3926010131835938
;;3203; 4.973;;;;;3203; -2.090728759765625
;;3205; 4.973;;;;;3205; -1.7804489135742188
;;3207; 4.9726;;;;;3207; -1.0823211669921875
;;3209; 4.9726;;;;;3209; 0.2363739013671875
;;3211; 4.973;;;;;3211; 0.93450164794921875
;;3213; 4.973;;;;;3213; 0.08123016357421875
;;3215; 4.9737;;;;;3215; -1.0823211669921875
;;3217; 4.9737;;;;;3217; 0.003662109375
;;3219; 4.9737;;;;;3219; 0.93450164794921875
;;3221; 4.974;;;;;3221; 0.5466461181640625
;;3223; 4.9747;;;;;3223; -0.77204132080078125
;;3225; 4.9750000000000005;;;;;3225; -1.7804489135742188
;;3227; 4.9757000000000007;;;;;3227; -2.3234405517578125
;;3229; 4.9764;;;;;3229; -1.8580207824707031
;;3231; 4.9764;;;;;3231; -1.6253089904785156
;;3233; 4.9771;;;;;3233; -1.2374610900878906
;;3235; 4.9778;;;;;3235; -1.1598892211914063
;;3237; 4.9771;;;;;3237; -1.0823211669921875
;;3239; 4.9774;;;;;3239; -1.7028770446777344
;;3241; 4.9778;;;;;3241; -2.1683006286621094
;;3243; 4.9778;;;;;3243; -2.5561485290527344
;;3245; 4.9781;;;;;3245; -2.0131607055664063
;;3247; 4.9778;;;;;3247; -1.0823211669921875
;;3249; 4.9778;;;;;3249; -1.1598892211914063
;;3251; 4.9774;;;;;3251; -1.7804489135742188
;;3253; 4.9774;;;;;3253; -2.3234405517578125
;;3255; 4.9771;;;;;3255; -1.5477409362792969
;;3257; 4.9771;;;;;3257; -1.6253089904785156
;;3259; 4.9768;;;;;3259; -1.6253089904785156
;;3261; 4.9768;;;;;3261; -1.6253089904785156
;;3263; 4.9764;;;;;3263; -1.7804489135742188
;;3265; 4.9764;;;;;3265; -1.7804489135742188
;;3267; 4.9757000000000007;;;;;3267; -1.7028770446777344
;;3269; 4.9754000000000005;;;;;3269; -0.92717742919921875
;;3271; 4.9750000000000005;;;;;3271; -1.1598892211914063
;;3273; 4.9750000000000005;;;;;3273; -1.5477409362792969
;;3275; 4.9754000000000005;;;;;3275; -1.2374610900878906
;;3277; 4.9754000000000005;;;;;3277; -0.38419342041015625
;;3279; 4.9754000000000005;;;;;3279; 0.08123016357421875
;;3281; 4.9750000000000005;;;;;3281; -0.2290496826171875
;;3283; 4.9750000000000005;;;;;3283; -0.53932952880859375
;;3285; 4.9750000000000005;;;;;3285; -0.69446563720703125
;;3287; 4.9744;;;;;3287; -0.15148162841796875
;;3289; 4.974;;;;;3289; 0.1587982177734375
;;3291; 4.9747;;;;;3291; -0.2290496826171875
;;3293; 4.9744;;;;;3293; -0.30661773681640625
;;3295; 4.9747;;;;;3295; -0.53932952880859375
;;3297; 4.9747;;;;;3297; -0.2290496826171875
;;3299; 4.9744;;;;;3299; -1.0047492980957031
;;3301; 4.9744;;;;;3301; -1.4701728820800781
;;3303; 4.9744;;;;;3303; -2.3234405517578125
;;3305; 4.9744;;;;;3305; -2.6337203979492188
;;3307; 4.974;;;;;3307; -2.7888603210449219
;;3309; 4.9737;;;;;3309; -2.4785804748535156
;;3311; 4.9733;;;;;3311; -2.2458724975585938
;;3313; 4.9726;;;;;3313; -1.7028770446777344
;;3315; 4.9723000000000006;;;;;3315; -1.7028770446777344
;;3317; 4.9716000000000005;;;;;3317; -1.0047492980957031
;;3319; 4.9709;;;;;3319; -0.92717742919921875
;;3321; 4.9702;;;;;3321; -0.69446563720703125
;;3323; 4.9695;;;;;3323; -0.07391357421875
;;3325; 4.9689000000000005;;;;;3325; -0.69446563720703125
;;3327; 4.9682;;;;;3327; -2.2458724975585938
;;3329; 4.9671;;;;;3329; -3.0215721130371094
;;3331; 4.9665;;;;;3331; -1.8580207824707031
;;3333; 4.9658000000000007;;;;;3333; -1.5477409362792969
;;3335; 4.9651000000000005;;;;;3335; -1.6253089904785156
;;3337; 4.9641;;;;;3337; -1.0047492980957031
;;3339; 4.9634;;;;;3339; -0.69446563720703125
;;3341; 4.9634;;;;;3341; -1.3926010131835938
;;3343; 4.9617;;;;;3343; -2.3234405517578125
;;3345; 4.961;;;;;3345; -2.7112884521484375
;;3347; 4.9603;;;;;3347; -2.7888603210449219
;;3349; 4.9596;;;;;3349; -1.8580207824707031
;;3351; 4.9586000000000006;;;;;3351; -1.1598892211914063
;;3353; 4.9579;;;;;3353; -1.2374610900878906
;;3355; 4.9568;;;;;3355; -1.4701728820800781
;;3357; 4.9565;;;;;3357; -0.53932952880859375
;;3359; 4.9562;;;;;3359; 0.003662109375
;;3361; 4.9565;;;;;3361; 0.31394195556640625
;;3363; 4.9558;;;;;3363; -0.07391357421875
;;3365; 4.9551;;;;;3365; 0.2363739013671875
;;3367; 4.9544000000000006;;;;;3367; 0.31394195556640625
;;3369; 4.9541;;;;;3369; -0.07391357421875
;;3371; 4.9538;;;;;3371; -0.07391357421875
;;3373; 4.9538;;;;;3373; 0.5466461181640625
;;3375; 4.9534;;;;;3375; 0.85692596435546875
;;3377; 4.9531;;;;;3377; 0.08123016357421875
;;3379; 4.9531;;;;;3379; -1.0047492980957031
;;3381; 4.9527;;;;;3381; -1.3926010131835938
;;3383; 4.9527;;;;;3383; -1.9355888366699219
;;3385; 4.9527;;;;;3385; -1.9355888366699219
;;3387; 4.9527;;;;;3387; -1.0047492980957031
;;3389; 4.9527;;;;;3389; -0.77204132080078125
;;3391; 4.9527;;;;;3391; -1.2374610900878906
;;3393; 4.9524;;;;;3393; -0.849609375
;;3395; 4.9527;;;;;3395; -1.0823211669921875
;;3397; 4.9527;;;;;3397; -1.3926010131835938
;;3399; 4.9524;;;;;3399; -1.5477409362792969
;;3401; 4.9524;;;;;3401; -1.5477409362792969
;;3403; 4.9524;;;;;3403; -2.2458724975585938
;;3405; 4.9527;;;;;3405; -1.8580207824707031
;;3407; 4.9534;;;;;3407; -1.0047492980957031
;;3409; 4.9534;;;;;3409; -1.3926010131835938
;;3411; 4.9538;;;;;3411; -2.6337203979492188
;;3413; 4.9541;;;;;3413; -2.7888603210449219
;;3415; 4.9548000000000005;;;;;3415; -2.5561485290527344
;;3417; 4.9548000000000005;;;;;3417; -1.7804489135742188
;;3419; 4.9551;;;;;3419; -1.0823211669921875
;;3421; 4.9555;;;;;3421; -0.77204132080078125
;;3423; 4.9558;;;;;3423; -0.6168975830078125
;;3425; 4.9562;;;;;3425; -0.2290496826171875
;;3427; 4.9568;;;;;3427; -0.92717742919921875
;;3429; 4.9579;;;;;3429; -1.3926010131835938
;;3431; 4.9586000000000006;;;;;3431; -1.5477409362792969
;;3433; 4.9596;;;;;3433; -1.2374610900878906
;;3435; 4.9599;;;;;3435; -0.92717742919921875
;;3437; 4.9606;;;;;3437; -1.3926010131835938
;;3439; 4.9620000000000006;;;;;3439; -1.4701728820800781
;;3441; 4.963;;;;;3441; -1.1598892211914063
;;3443; 4.9637;;;;;3443; -0.69446563720703125
;;3445; 4.9644;;;;;3445; -0.6168975830078125
;;3447; 4.9651000000000005;;;;;3447; -0.38419342041015625
;;3449; 4.9658000000000007;;;;;3449; 0.1587982177734375
;;3451; 4.9665;;;;;3451; -0.2290496826171875
;;3453; 4.9668;;;;;3453; -1.2374610900878906
;;3455; 4.9668;;;;;3455; -2.6337203979492188
;;3457; 4.9668;;;;;3457; -1.9355888366699219
;;3459; 4.9671;;;;;3459; -1.0823211669921875
;;3461; 4.9668;;;;;3461; -0.38419342041015625
;;3463; 4.9665;;;;;3463; -0.53932952880859375
;;3465; 4.9668;;;;;3465; -1.1598892211914063
;;3467; 4.9665;;;;;3467; -0.53932952880859375
;;3469; 4.9665;;;;;3469; -0.6168975830078125
;;3471; 4.9665;;;;;3471; -0.6168975830078125
;;3473; 4.9661;;;;;3473; -0.77204132080078125
;;3475; 4.9654;;;;;3475; -0.92717742919921875
;;3477; 4.9647000000000006;;;;;3477; -1.6253089904785156
;;3479; 4.9641;;;;;3479; -1.0047492980957031
;;3481; 4.9637;;;;;3481; -0.69446563720703125
;;3483; 4.9627;;;;;3483; -0.38419342041015625
;;3485; 4.9617;;;;;3485; -0.2290496826171875
;;3487; 4.9613000000000005;;;;;3487; -0.07391357421875
;;3489; 4.9613000000000005;;;;;3489; -0.6168975830078125
;;3491; 4.961;;;;;3491; -1.2374610900878906
;;3493; 4.9613000000000005;;;;;3493; -1.3926010131835938
;;3495; 4.9606;;;;;3495; -0.53932952880859375
;;3497; 4.9606;;;;;3497; 0.003662109375
;;3499; 4.9606;;;;;3499; 0.1587982177734375
;;3501; 4.9603;;;;;3501; 0.31394195556640625
;;3503; 4.9603;;;;;3503; 0.31394195556640625
;;3505; 4.9606;;;;;3505; -0.2290496826171875
;;3507; 4.961;;;;;3507; -0.38419342041015625
;;3509; 4.9617;;;;;3509; -0.53932952880859375
;;3511; 4.9623;;;;;3511; -0.53932952880859375
;;3513; 4.9634;;;;;3513; -0.849609375
;;3515; 4.9637;;;;;3515; -1.1598892211914063
;;3517; 4.9637;;;;;3517; -1.4701728820800781
;;3519; 4.9634;;;;;3519; -1.0823211669921875
;;3521; 4.9641;;;;;3521; -0.6168975830078125
;;3523; 4.9647000000000006;;;;;3523; -0.461761474609375
;;3525; 4.9647000000000006;;;;;3525; -0.69446563720703125
;;3527; 4.9651000000000005;;;;;3527; -1.6253089904785156
;;3529; 4.9654;;;;;3529; -2.090728759765625
;;3531; 4.9668;;;;;3531; -1.6253089904785156
;;3533; 4.9689000000000005;;;;;3533; -0.849609375
;;3535; 4.9689000000000005;;;;;3535; -0.53932952880859375
;;3537; 4.9716000000000005;;;;;3537; -1.5477409362792969
;;3539; 4.9737;;;;;3539; -2.7888603210449219
;;3541; 4.9750000000000005;;;;;3541; -3.8748397827148438
;;3543; 4.9764;;;;;3543; -3.7196998596191406
;;3545; 4.9771;;;;;3545; -2.8664283752441406
;;3547; 4.9781;;;;;3547; -2.3234405517578125
;;3549; 4.9788000000000006;;;;;3549; -1.315032958984375
;;3551; 4.9798;;;;;3551; -0.6168975830078125
;;3553; 4.9805;;;;;3553; -1.0823211669921875
;;3555; 4.9816;;;;;3555; -2.090728759765625
;;3557; 4.9826000000000006;;;;;3557; -2.7888603210449219
;;3559; 4.9836;;;;;3559; -2.944000244140625
;;3561; 4.9853000000000005;;;;;3561; -2.4010124206542969
;;3563; 4.9864000000000006;;;;;3563; -1.2374610900878906
;;3565; 4.9877;;;;;3565; -0.2290496826171875
;;3567; 4.9884;;;;;3567; -0.53932952880859375
;;3569; 4.9895000000000005;;;;;3569; -1.315032958984375
;;3571; 4.9908;;;;;3571; -1.6253089904785156
;;3573; 4.9919;;;;;3573; -1.6253089904785156
;;3575; 4.9922;;;;;3575; -1.9355888366699219
;;3577; 4.9929000000000006;;;;;3577; -1.6253089904785156
;;3579; 4.9932;;;;;3579; -2.7112884521484375
;;3581; 4.9939;;;;;3581; -2.6337203979492188
;;3583; 4.9939;;;;;3583; -2.4010124206542969
;;3585; 4.9943;;;;;3585; -1.0047492980957031
;;3587; 4.9943;;;;;3587; -0.461761474609375
;;3589; 4.9943;;;;;3589; -0.849609375
;;3591; 4.995;;;;;3591; -1.9355888366699219
;;3593; 4.9953;;;;;3593; -3.0991401672363281
;;3595; 4.9956000000000005;;;;;3595; -3.4094200134277344
;;3597; 4.996;;;;;3597; -3.7972679138183594
;;3599; 4.996;;;;;3599; -3.3318519592285156
;;3601; 4.9967000000000006;;;;;3601; -2.944000244140625
;;3603; 4.9974;;;;;3603; -2.4010124206542969
;;3605; 4.998;;;;;3605; -1.9355888366699219
;;3607; 4.9984;;;;;3607; -1.315032958984375
;;3609; 4.9987;;;;;3609; -0.849609375
;;3611; 4.9991;;;;;3611; -0.6168975830078125
;;3613; 4.9998000000000005;;;;;3613; -0.53932952880859375
;;3615; 5.0001000000000007;;;;;3615; -0.92717742919921875
;;3617; 5.0008;;;;;3617; -0.92717742919921875
;;3619; 5.0008;;;;;3619; -0.6168975830078125
;;3621; 5.0018;;;;;3621; -0.38419342041015625
;;3623; 5.0025;;;;;3623; -0.38419342041015625
;;3625; 5.0028000000000006;;;;;3625; 0.08123016357421875
;;3627; 5.0032000000000005;;;;;3627; 0.70178985595703125
;;3629; 5.0032000000000005;;;;;3629; 0.85692596435546875
;;3631; 5.0032000000000005;;;;;3631; 0.46907806396484375
;;3633; 5.0039000000000007;;;;;3633; -0.849609375
;;3635; 5.0042;;;;;3635; -1.5477409362792969
;;3637; 5.0046;;;;;3637; -1.7028770446777344
;;3639; 5.0053;;;;;3639; -0.92717742919921875
;;3641; 5.0053;;;;;3641; -0.38419342041015625
;;3643; 5.0056;;;;;3643; -1.5477409362792969
;;3645; 5.0059000000000005;;;;;3645; -2.4785804748535156
;;3647; 5.0066000000000006;;;;;3647; -2.7112884521484375
;;3649; 5.0070000000000006;;;;;3649; -2.7112884521484375
;;3651; 5.0073;;;;;3651; -2.7112884521484375
;;3653; 5.0070000000000006;;;;;3653; -2.7112884521484375
;;3655; 5.0077;;;;;3655; -2.7112884521484375
;;3657; 5.008;;;;;3657; -1.7028770446777344
;;3659; 5.0077;;;;;3659; -0.30661773681640625
;;3661; 5.0083;;;;;3661; 0.85692596435546875
;;3663; 5.0083;;;;;3663; 1.244781494140625
;;3665; 5.0087;;;;;3665; 0.2363739013671875
;;3667; 5.0083;;;;;3667; -0.07391357421875
;;3669; 5.0087;;;;;3669; -1.0047492980957031
;;3671; 5.0087;;;;;3671; -1.7028770446777344
;;3673; 5.0083;;;;;3673; -1.8580207824707031
;;3675; 5.0083;;;;;3675; -2.4010124206542969
;;3677; 5.0083;;;;;3677; -2.1683006286621094
;;3679; 5.0083;;;;;3679; -0.92717742919921875
;;3681; 5.008;;;;;3681; 0.003662109375
;;3683; 5.0077;;;;;3683; 0.003662109375
;;3685; 5.0070000000000006;;;;;3685; -1.4701728820800781
;;3687; 5.0070000000000006;;;;;3687; -1.315032958984375
;;3689; 5.0063;;;;;3689; -0.77204132080078125
;;3691; 5.0059000000000005;;;;;3691; -0.15148162841796875
;;3693; 5.0056;;;;;3693; -0.2290496826171875
;;3695; 5.0049;;;;;3695; -0.461761474609375
;;3697; 5.0046;;;;;3697; -0.849609375
;;3699; 5.0039000000000007;;;;;3699; -0.849609375
;;3701; 5.0032000000000005;;;;;3701; -0.38419342041015625
;;3703; 5.0025;;;;;3703; -0.15148162841796875
;;3705; 5.0022;;;;;3705; -0.15148162841796875
;;3707; 5.0011;;;;;3707; -0.92717742919921875
;;3709; 5.0008;;;;;3709; -1.3926010131835938
;;3711; 5.0001000000000007;;;;;3711; -0.69446563720703125
;;3713; 4.9998000000000005;;;;;3713; -0.38419342041015625
;;3715; 4.9994000000000005;;;;;3715; -1.1598892211914063
;;3717; 4.9984;;;;;3717; -2.6337203979492188
;;3719; 4.998;;;;;3719; -1.9355888366699219
;;3721; 4.9974;;;;;3721; -1.7804489135742188
;;3723; 4.9967000000000006;;;;;3723; -2.2458724975585938
;;3725; 4.9963000000000006;;;;;3725; -3.1767120361328125
;;3727; 4.9953;;;;;3727; -3.0991401672363281
;;3729; 4.9946;;;;;3729; -3.4094200134277344
;;3731; 4.9943;;;;;3731; -3.0215721130371094
;;3733; 4.9943;;;;;3733; -2.3234405517578125
;;3735; 4.9936;;;;;3735; -0.92717742919921875
;;3737; 4.9932;;;;;3737; 0.08123016357421875
;;3739; 4.9932;;;;;3739; 0.77935791015625
;;3741; 4.9932;;;;;3741; 0.003662109375
;;3743; 4.9932;;;;;3743; -1.5477409362792969
;;3745; 4.9932;;;;;3745; -2.2458724975585938
;;3747; 4.9929000000000006;;;;;3747; -1.8580207824707031
